City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,port saint john's,-31.6229,29.5448,12.34,79,1,2.8,ZA,1722913235
290,cockburn town,21.4612,-71.1419,28.35,84,1,7.7,TC,1722913236
291,fortaleza,-3.7227,-38.5247,26.79,78,20,5.66,BR,1722912719
292,port mathurin,-19.6833,63.4167,22.28,76,19,4.15,MU,1722913238
293,sambava,-14.2667,50.1667,19.1,89,10,2.79,MG,1722913239
294,aykhal,66.0,111.5,12.02,60,70,9.23,RU,1722912953
295,mount gambier,-37.8333,140.7667,14.18,71,26,5.52,AU,1722913211
296,solleftea,63.1667,17.2667,14.92,97,1,0.57,SE,1722913242
297,badger,64.8,-147.5333,31.14,28,20,4.12,US,1722913081
298,gemena,3.25,19.7667,20.33,97,100,0.31,CD,1722913244
299,port moresby,-9.4431,147.1797,29.68,58,40,5.14,PG,1722913245
300,al ghayzah,16.2079,52.176,24.77,89,71,1.08,YE,1722913246
301,burgas,42.5061,27.4678,19.06,98,75,4.12,BG,1722913247
302,fiambala,-27.6871,-67.6149,12.93,16,0,1.43,AR,1722913249
303,puntarenas,9.9763,-84.8384,26.36,82,100,2.04,CR,1722913167
304,erdenet,49.0333,104.0833,18.62,70,7,2.69,MN,1722913251
305,nikel,69.4128,30.222,10.1,66,46,1.06,RU,1722913252
306,fada,7.25,4.0667,22.38,91,100,1.47,NG,1722913253
307,porto novo,6.4965,2.6036,24.9,84,100,4.23,BJ,1722912955
308,floro,61.5996,5.0328,16.04,94,100,5.66,NO,1722913255
309,christchurch,-43.5333,172.6333,15.38,50,0,10.28,NZ,1722912792
310,portland,45.5234,-122.6762,27.42,46,0,2.24,US,1722912834
311,ust'-ilimsk,58.0006,102.6619,25.07,37,20,1.12,RU,1722913258
312,awjilah,29.1081,21.2869,29.2,29,0,2.6,LY,1722912982
313,verkhnevilyuysk,63.4453,120.3167,21.69,57,96,3.87,RU,1722913260
314,madikeri,12.4167,75.7333,19.34,99,100,1.08,IN,1722913262
315,susuman,62.7833,148.1667,17.41,40,100,7.93,RU,1722912921
316,west island,-12.1568,96.8225,27.99,61,75,5.66,CC,1722913110
317,palikir - national government center,6.9248,158.1611,28.59,72,11,4.42,FM,1722913266
318,ocampo,21.65,-101.5,15.56,65,1,4.65,MX,1722913267
319,constantia,44.1833,28.65,20.39,63,91,3.52,RO,1722913239
320,morganton,35.7454,-81.6848,25.23,90,0,0.0,US,1722913269
321,ujae,8.9322,165.7642,28.61,74,80,2.42,MH,1722913271
322,saudarkrokur,65.7461,-19.6394,10.19,86,46,2.4,IS,1722913272
323,nema,57.5067,50.5011,15.87,91,34,1.29,RU,1722913273
324,aoulef,26.9667,1.0833,34.64,15,12,8.07,DZ,1722913274
325,tommot,58.9564,126.2925,12.64,97,100,2.87,RU,1722913275
326,along,28.1667,94.7667,26.37,77,86,0.27,IN,1722913278
327,mormugao,15.4,73.8,26.59,83,40,3.6,IN,1722913279
328,giyani,-23.3025,30.7187,14.19,90,56,1.42,ZA,1722913280
329,trnava,48.3774,17.5872,13.88,82,0,3.02,SK,1722913281
330,chonchi,-42.6128,-73.8092,5.62,96,100,1.9,CL,1722913030
331,dosso,13.049,3.1937,24.92,86,100,5.0,NE,1722913283
332,pingliang,35.5392,106.6861,25.91,67,50,4.43,CN,1722913284
333,buala,-8.145,159.5921,27.03,82,93,4.61,SB,1722913285
334,san patricio,28.017,-97.5169,30.47,64,82,4.66,US,1722913080
335,jacarau,-6.6122,-35.2928,18.42,93,9,3.46,BR,1722913287
336,kavaratti,10.5669,72.642,27.11,85,100,5.37,IN,1722913260
337,cole harbour,44.6724,-63.4751,19.34,90,8,3.09,CA,1722913289
338,haiku-pauwela,20.9219,-156.3051,27.92,69,40,10.29,US,1722913204
339,pacific grove,36.6177,-121.9166,19.34,84,0,4.12,US,1722913042
340,kencong,-8.2833,113.3667,27.05,65,45,2.45,ID,1722913293
341,oberwart,47.2897,16.206,17.16,100,57,1.42,AT,1722913294
342,stiring-wendel,49.2,6.9333,15.85,83,0,1.54,FR,1722913295
343,sretensk,52.2453,117.7093,28.43,35,62,0.44,RU,1722913296
344,swakopmund,-22.6833,14.5333,11.66,85,0,0.45,,1722913297
345,konarka,19.9,86.1167,28.42,70,100,4.74,IN,1722913298
346,springbok,-29.6643,17.8865,5.46,42,0,2.84,ZA,1722913299
347,la ronge,55.1001,-105.2842,18.14,63,100,1.03,CA,1722913196
348,trujillo,-8.116,-79.03,16.98,88,75,5.14,PE,1722912841
349,glazunovka,52.4986,36.3275,17.23,67,91,1.92,RU,1722913302
350,nyaunglebin,17.95,96.7333,25.03,93,100,2.28,MM,1722913303
351,remire-montjoly,4.9167,-52.2667,25.02,100,0,0.0,GF,1722913078
352,st. john's,47.5649,-52.7093,20.64,96,100,8.23,CA,1722913022
353,fatezh,52.0891,35.8632,13.99,63,100,2.33,RU,1722913306
354,cochrane,51.1834,-114.4687,15.15,77,100,12.35,CA,1722913177
355,yingchuan,34.1628,113.4639,29.54,76,4,3.55,CN,1722913308
356,kuanda,56.3161,116.0806,21.77,59,90,1.79,RU,1722913309
357,suntar,62.1444,117.6319,20.21,51,49,3.31,RU,1722913311
358,amga,60.8953,131.9608,10.05,97,100,2.62,RU,1722913312
359,selfoss,63.9331,-20.9971,9.47,96,100,3.07,IS,1722913156
360,praia,14.9215,-23.5087,26.3,89,20,2.57,CV,1722913315
361,al jaradiyah,16.5795,42.9124,29.72,68,96,0.67,SA,1722913316
362,nikolayevsk-on-amure,53.1406,140.73,21.05,81,100,1.52,RU,1722912940
363,ust-nera,64.5667,143.2,18.34,45,100,1.71,RU,1722913147
364,okhotsk,59.3833,143.3,11.37,88,100,9.85,RU,1722913319
365,freetown,8.484,-13.2299,25.84,83,40,3.6,SL,1722913320
366,concepcion de la sierra,-27.9831,-55.5203,19.24,95,59,1.12,AR,1722913321
367,vila velha,-20.3297,-40.2925,20.97,95,20,2.06,BR,1722913037
368,east ballina,-28.8667,153.5833,22.67,50,3,2.28,AU,1722913324
369,naze,28.3667,129.4833,31.51,75,36,4.07,JP,1722913313
370,motueka,-41.1333,173.0167,13.39,63,1,2.83,NZ,1722913327
371,ebon,4.582,168.6964,28.62,72,51,3.67,MH,1722913328
372,lebu,-37.6167,-73.65,7.19,87,40,1.23,CL,1722913329
373,ruteng,-8.6136,120.4721,23.71,62,60,0.56,ID,1722913330
374,huanta,-12.9333,-74.25,13.4,75,92,0.93,PE,1722913331
375,tangalle,6.024,80.7911,26.09,69,82,4.36,LK,1722913332
376,warangal,18.0,79.5833,25.85,86,100,3.32,IN,1722913333
377,schallstadt,47.9598,7.7509,18.33,85,99,0.45,DE,1722913334
378,ilhabela,-23.7781,-45.3581,21.29,72,0,1.51,BR,1722913244
379,wakkanai,45.4094,141.6739,20.99,88,75,2.57,JP,1722913336
380,bubaque,11.2833,-15.8333,26.14,84,100,6.44,GW,1722913337
381,gadzhiyevo,69.2551,33.3362,10.64,63,13,2.08,RU,1722913302
382,jiangyou,31.7667,104.7167,27.92,80,92,0.94,CN,1722913340
383,torres,-29.3353,-49.7269,21.59,98,98,2.58,BR,1722913341
384,road town,18.4167,-64.6167,29.02,79,40,5.14,VG,1722913343
385,namdrik,5.5994,168.1028,28.65,73,64,3.56,MH,1722913344
386,neiafu,-18.65,-173.9833,26.38,69,20,3.09,TO,1722913345
387,mawlaik,23.6333,94.4167,24.01,99,100,0.33,MM,1722913346
388,arraias,-12.9288,-46.9437,19.48,56,0,2.52,BR,1722913347
389,hendek,40.7994,30.7481,16.34,88,1,1.38,TR,1722913348
390,saint-pierre,-21.3393,55.4781,18.82,52,75,5.66,RE,1722913349
391,tual,-5.6667,132.75,25.24,86,52,8.13,ID,1722913350
392,port macquarie,-31.4333,152.9167,19.94,54,7,0.89,AU,1722913296
393,hilo,19.7297,-155.09,27.85,75,20,3.6,US,1722912812
394,mocoreta,-30.6189,-57.9634,18.06,97,44,2.14,AR,1722913354
395,saynshand,44.8824,110.1163,27.36,30,64,2.46,MN,1722913356
396,lata,40.1629,-8.3327,17.26,97,51,1.15,PT,1722913357
397,berezovyy,51.6667,135.7,30.66,49,100,2.28,RU,1722913358
398,lensk,60.7253,114.9278,25.58,30,19,3.32,RU,1722913359
399,marka,1.7159,44.7717,23.97,78,37,7.25,SO,1722913360
400,emerald,-23.5333,148.1667,23.52,57,5,1.21,AU,1722913361
401,san carlos de bariloche,-41.1456,-71.3082,3.86,70,75,6.69,AR,1722913340
402,kerikeri,-35.2268,173.9474,13.81,66,42,3.4,NZ,1722913363
403,tierra blanca,14.5833,-88.5833,20.61,98,25,0.48,HN,1722913364
404,mermoz boabab,14.7065,-17.4758,25.88,89,75,1.03,SN,1722913365
405,tevriz,57.509,72.4042,19.26,79,5,1.28,RU,1722913368
406,najafabad,32.6344,51.3668,26.3,15,13,2.16,IR,1722913369
407,sinabang,2.4803,96.3801,27.95,73,88,0.46,ID,1722913355
408,nuevo imperial,-13.0754,-76.3172,15.79,89,17,2.21,PE,1722913371
409,colonia,50.9333,6.95,18.31,86,0,1.03,DE,1722913007
410,sisimiut,66.9395,-53.6735,4.9,88,55,0.46,GL,1722913373
411,gutierrez zamora,20.45,-97.0833,26.56,84,6,1.96,MX,1722913374
412,ketchikan,55.3422,-131.6461,24.26,46,0,2.57,US,1722913375
413,cox's bazar,21.4532,91.9798,26.72,89,100,5.75,BD,1722913376
414,nahiyat al fuhud,30.9697,46.7228,33.79,16,43,4.12,IQ,1722913377
415,kuvandyk,51.4781,57.3552,22.75,53,99,0.81,RU,1722913378
416,kyzylorda,44.8528,65.5092,27.01,36,0,0.0,KZ,1722913379
417,hirara,24.8,125.2833,30.15,89,75,3.09,JP,1722913222
418,new norfolk,-42.7826,147.0587,16.07,59,75,5.56,AU,1722913104
419,susaki,33.3667,133.2833,32.04,68,23,2.68,JP,1722913382
420,bad driburg,51.7333,9.0167,16.28,86,19,1.34,DE,1722913384
421,padre paraiso,-17.0742,-41.4844,13.04,98,3,1.09,BR,1722913385
422,ji'an,27.1172,114.9793,33.97,53,85,2.34,CN,1722913386
423,el granada,37.5027,-122.4694,19.97,80,100,4.63,US,1722913232
424,oranjemund,-28.55,16.4333,10.94,70,0,3.91,,1722913228
425,belyy yar,53.6039,91.3903,18.94,77,40,4.0,RU,1722913389
426,tura,25.5198,90.2201,23.67,99,100,1.45,IN,1722912670
427,port alfred,-33.5906,26.891,12.34,56,0,2.68,ZA,1722912903
428,kappeln,54.6612,9.9313,16.09,86,2,3.68,DE,1722913392
429,new plymouth,-39.0667,174.0833,12.95,100,23,4.85,NZ,1722913393
430,manggar,-2.8833,108.2667,29.38,64,16,6.53,ID,1722913394
431,mongo,12.1844,18.693,22.94,89,100,2.22,TD,1722913396
432,acajutla,13.5928,-89.8275,27.01,81,50,1.82,SV,1722913398
433,guangming,45.3333,122.7833,29.74,48,13,3.02,CN,1722913399
434,yeppoon,-23.1333,150.7333,24.88,68,21,4.74,AU,1722913400
435,maun,-19.9833,23.4167,14.62,18,0,4.67,BW,1722913401
436,arkhangel'sk,64.5401,40.5433,10.06,100,40,2.0,RU,1722913402
437,tolanaro,-25.0319,46.9987,18.04,88,0,2.06,MG,1722913047
438,carnarvon,-24.8667,113.6333,19.35,51,0,0.99,AU,1722913188
439,sirte,31.2089,16.5887,26.91,61,0,2.2,LY,1722913405
440,khlevnoye,52.1951,39.0932,15.01,62,72,1.64,RU,1722913406
441,tazacorte,28.629,-17.9293,22.54,95,75,5.14,ES,1722913407
442,kissidougou,9.1848,-10.0999,20.91,99,98,2.04,GN,1722913408
443,paita,-5.0892,-81.1144,17.37,84,1,6.37,PE,1722913409
444,vila franca do campo,37.7167,-25.4333,23.23,93,17,2.48,PT,1722913411
445,new shagunnu,10.3396,4.4688,24.21,89,100,4.56,NG,1722913413
446,tazovsky,67.4667,78.7,9.04,63,0,7.23,RU,1722912924
447,al kharj,24.155,47.3346,30.32,11,66,4.09,SA,1722913384
448,dame-marie,18.5667,-74.4167,27.73,87,2,2.69,HT,1722913416
449,xinyuan,37.3,99.0,13.43,56,100,1.66,CN,1722913417
450,santiago de cao,-7.9589,-79.2392,17.07,88,75,5.14,PE,1722913418
451,fort st. john,56.2499,-120.8529,13.94,94,75,1.03,CA,1722913207
452,labytnangi,66.6572,66.4183,9.67,53,33,6.38,RU,1722913082
453,ust'-kut,56.7938,105.7672,25.21,43,8,0.6,RU,1722913421
454,seia,40.4151,-7.7086,19.81,78,0,0.66,PT,1722913422
455,pimentel,-6.8367,-79.9342,17.16,82,75,8.75,PE,1722913423
456,oriximina,-1.7656,-55.8661,26.16,52,3,1.83,BR,1722913424
457,miyaly,48.8844,53.7836,28.06,28,12,2.59,KZ,1722913425
458,dakhla,23.6848,-15.958,19.08,95,19,4.96,EH,1722913426
459,minas de marcona,-15.2119,-75.1103,10.03,89,59,6.89,PE,1722913427
460,port lincoln,-34.7333,135.8667,15.15,62,20,6.53,AU,1722912977
461,odda,60.0691,6.5457,14.69,82,100,2.29,NO,1722913429
462,krasnyy chikoy,50.3643,108.7512,22.59,48,2,0.52,RU,1722913431
463,san andres,12.5847,-81.7006,29.01,84,20,5.66,CO,1722913432
464,alaghsas,17.0187,8.0168,29.21,59,100,4.63,NE,1722913433
465,el nido,11.1858,119.3956,26.75,92,100,5.56,PH,1722913434
466,paramonga,-10.6667,-77.8333,16.87,86,42,4.58,PE,1722913435
467,mahanje,-9.9333,35.3333,11.5,70,3,1.21,TZ,1722913437
468,nouadhibou,20.931,-17.0347,21.99,83,20,6.17,MR,1722913338
469,camocim,-2.9022,-40.8411,25.1,75,90,6.96,BR,1722913439
470,bireun,5.203,96.7009,26.99,78,98,1.46,ID,1722913441
471,danielskuil,-28.1887,23.5395,3.24,49,0,2.39,ZA,1722913442
472,moapa valley,36.5805,-114.4703,40.69,16,81,5.49,US,1722913443
473,lichinga,-13.3128,35.2406,15.05,67,0,3.13,MZ,1722913445
474,bikenibeu village,1.3673,173.1241,31.98,74,20,3.6,KI,1722913275
475,dubrovka,53.6907,33.5071,13.93,88,82,1.81,RU,1722913447
476,sinop,41.7711,34.8709,16.19,96,14,1.1,TR,1722912923
477,olovyannaya,50.95,115.5667,25.07,42,99,0.89,RU,1722913449
478,al miqdadiyah,33.9786,44.9369,32.54,21,0,1.92,IQ,1722913450
479,sao tome,0.3365,6.7273,25.02,78,75,3.09,ST,1722913451
480,basco,20.4487,121.9702,29.54,77,24,7.14,PH,1722912954
481,argo,37.6333,22.7333,24.88,62,0,1.65,GR,1722913453
482,kangding,30.0513,101.9603,24.19,46,0,2.34,CN,1722913377
483,bardai,11.65,7.2333,20.99,96,100,4.89,NG,1722913043
484,wynyard,-41.0,145.7167,11.8,79,98,8.15,AU,1722913456
485,madison,34.7334,-86.5667,27.74,76,0,3.58,US,1722913226
486,tanjung pandan,-2.75,107.65,31.4,53,10,4.13,ID,1722913458
487,rudnichnyy,59.617,52.4703,14.6,98,100,1.76,RU,1722913459
488,jayapura,-2.5333,140.7,31.66,66,31,2.79,ID,1722913460
489,bangar,16.8936,120.4243,30.03,71,100,3.78,PH,1722913461
490,lionel town,17.8101,-77.2406,29.94,86,0,2.08,JM,1722913463
491,kurumkan,54.3,110.3,23.14,50,1,1.74,RU,1722913056
492,timmins,48.4669,-81.3331,15.9,63,75,1.54,CA,1722913285
493,carloforte,39.145,8.3058,23.86,74,82,5.98,IT,1722913466
494,leava,-14.3,-178.1667,26.17,78,82,9.43,WF,1722913467
495,garissa,-0.4536,39.6401,21.33,75,26,5.42,KE,1722913468
496,kapshagay,43.8833,77.0833,29.61,22,100,5.45,KZ,1722913469
497,rongelap,11.1635,166.8941,28.89,78,100,5.99,MH,1722913125
498,rabaul,-4.1967,152.1721,29.61,69,98,4.84,PG,1722913471
499,nar'yan-mar,67.6713,53.087,8.86,59,5,5.29,RU,1722913385
500,enewetak,11.3474,162.3373,29.18,72,100,4.28,MH,1722913044
501,masku,60.5708,22.0988,12.41,100,100,1.54,FI,1722913475
502,sri dungargarh,28.0833,74.0167,28.62,79,42,5.01,IN,1722913476
503,taoudenni,22.6783,-3.9836,35.54,24,2,4.12,ML,1722913477
504,colesberg,-30.72,25.0972,3.55,36,0,1.06,ZA,1722913479
505,pitimbu,-7.4706,-34.8086,21.33,77,8,4.86,BR,1722913480
506,nagqu,31.5,92.0,12.45,58,11,2.85,CN,1722913481
507,juan griego,11.0817,-63.9655,24.66,94,84,3.06,VE,1722913482
508,al jubayl,27.0112,49.6583,34.07,38,94,5.1,SA,1722913258
509,oruro,-17.9833,-67.15,4.27,45,20,6.17,BO,1722913231
510,la sarre,48.8002,-79.1996,12.9,65,39,1.71,CA,1722913485
511,grottaglie,40.5392,17.4337,25.76,46,0,2.37,IT,1722913486
512,port hedland,-20.3167,118.5667,25.03,31,100,4.63,AU,1722913487
513,nguigmi,14.2495,13.1092,26.31,74,97,4.31,NE,1722913488
514,stephenville,32.2207,-98.2023,28.42,48,0,2.06,US,1722913211
515,anaconda,46.1285,-112.9423,18.55,64,81,1.88,US,1722913490
516,phongsali,21.6833,102.1058,27.18,59,51,0.64,LA,1722913491
517,thames,-37.1333,175.5333,13.36,64,15,0.5,NZ,1722913492
518,salahonda,2.1019,-78.7217,25.91,82,100,3.97,CO,1722913493
519,sayat,38.7839,63.8803,26.93,16,0,7.34,TM,1722913494
520,ilebo,-4.3167,20.5833,21.88,68,57,0.5,CD,1722913334
521,brookings,44.3114,-96.7984,17.0,92,100,5.14,US,1722913424
522,barah,13.7,30.3667,26.72,65,100,6.08,SD,1722913498
523,waajid,3.8096,43.2463,20.94,75,49,6.67,SO,1722913499
524,nalut,30.3333,10.85,24.58,67,0,7.67,LY,1722913500
525,sittwe,20.15,92.9,25.21,94,100,4.31,MM,1722913501
526,puerto san jose,13.9256,-90.8244,26.76,82,99,2.3,GT,1722913502
527,binh long,11.6512,106.6071,31.97,75,52,1.68,VN,1722913503
528,mili,6.0815,171.735,28.61,74,39,4.73,MH,1722913399
529,zhangatas,43.5667,69.75,27.48,23,5,3.59,KZ,1722913505
530,noumea,-22.2763,166.4572,23.99,99,1,7.58,NC,1722913506
531,greater sudbury,46.49,-80.99,17.54,71,100,1.9,CA,1722913214
532,west end,26.6833,-78.9667,28.99,83,100,8.49,BS,1722913509
533,anapa,44.8908,37.3239,19.19,100,40,2.0,RU,1722913510
534,elkins,38.9259,-79.8467,22.39,87,0,0.0,US,1722913511
535,cerritos,33.8583,-118.0648,33.05,56,0,4.12,US,1722913450
536,itacoatiara,-3.1431,-58.4442,24.98,53,0,1.36,BR,1722913513
537,las tablas,7.7667,-80.2833,25.65,99,100,1.87,PA,1722913514
538,prince albert,53.2001,-105.7677,16.97,72,100,4.63,CA,1722913515
539,labuan,5.2767,115.2417,30.2,79,20,1.03,MY,1722913151
540,tyrnyauz,43.3828,42.9183,15.38,64,0,3.2,RU,1722913517
541,ain sefra,32.75,-0.5833,28.08,15,99,2.97,DZ,1722913518
542,pangody,65.85,74.4859,11.66,55,0,7.22,RU,1722913485
543,kebili,33.7044,8.969,25.41,68,0,4.18,TN,1722913520
544,lazaro cardenas,17.9583,-102.2,26.16,88,99,2.09,MX,1722913521
545,yemetsk,63.4721,41.7941,11.91,70,51,2.41,RU,1722913522
546,sakakah,29.9697,40.2064,25.76,29,0,3.13,SA,1722913434
547,avetrana,40.3529,17.7349,23.69,55,0,3.6,IT,1722913524
548,khilok,51.3674,110.4676,21.16,45,0,2.42,RU,1722913525
549,raduzhnyy,62.0961,77.475,12.54,78,99,6.92,RU,1722913527
550,vilyuysk,63.7553,121.6247,20.07,56,98,3.11,RU,1722913526
551,kitimat,54.0524,-128.6534,31.21,48,6,1.68,CA,1722913529
552,moranbah,-22.0016,148.0466,24.67,40,0,1.03,AU,1722913530
553,polyarnyy,69.1989,33.4478,10.44,62,28,2.25,RU,1722913308
554,orkney,-26.9802,26.6727,3.92,47,0,0.57,ZA,1722913532
555,canarana,-11.6847,-41.7689,16.84,75,8,4.29,BR,1722913533
556,mo i rana,66.3128,14.1428,14.62,87,0,1.03,NO,1722913534
557,oban,56.4127,-5.4706,11.88,90,53,1.57,GB,1722913535
558,cabrobo,-8.5142,-39.31,20.97,76,5,8.51,BR,1722913356
559,aldama,22.9167,-98.0667,26.0,91,0,1.71,MX,1722913537
560,tofol,5.3248,163.0078,29.88,74,75,3.6,FM,1722913162
561,yarmouth,41.7057,-70.2286,24.44,86,0,6.17,US,1722913539
562,kiunga,-6.1219,141.2906,27.89,76,96,1.42,PG,1722913067
563,iquique,-20.2208,-70.1431,16.02,80,65,0.5,CL,1722913289
564,sao vicente,-23.9631,-46.3919,27.1,68,0,1.61,BR,1722913455
565,kuqa,41.7278,82.9364,30.19,30,64,6.32,CN,1722913544
566,alliance,40.9153,-81.1059,24.78,90,70,2.74,US,1722913344
567,tetyushi,54.9382,48.8366,19.36,64,100,2.51,RU,1722913546
568,qingdao,36.0986,120.3719,28.78,84,20,5.0,CN,1722913547
569,antsiranana,-12.2787,49.2917,21.97,72,9,5.49,MG,1722913548
570,illizi,26.4833,8.4667,28.89,28,0,1.37,DZ,1722913549
571,asau,46.4333,26.4,16.51,96,100,1.59,RO,1722913550
572,zhanibek,49.4167,46.85,23.15,64,37,4.45,KZ,1722913551
573,hermosillo,29.0667,-110.9667,36.95,36,75,4.12,MX,1722913552
574,akrehamn,59.2667,5.1833,18.33,68,100,6.17,NO,1722913553
575,reggane,26.7158,0.1714,35.88,13,71,6.91,DZ,1722913256
576,vimmerby,57.6659,15.8552,13.92,89,53,1.0,SE,1722913555
577,dandong,40.1292,124.3947,27.94,82,100,1.39,CN,1722913556
578,tindouf,27.6711,-8.1474,33.25,9,3,4.12,DZ,1722913164
579,ust-tsilma,65.441,52.1498,11.83,58,8,3.41,RU,1722913560
580,alofi,-19.0595,-169.9187,24.94,69,75,4.12,NU,1722913124
